label	content	text2
8	Whats TOO old to Have a Baby? I'm 29 and no kids & NOT rushing.. Just kinda enjoying life right now.? i personally would like to have a baby and a family or start one at the age of 30. i know a lady that is pregnant now and she is 45! i guess it depends on what you are comfortable with. enjoy life while you can..don't rush just because you feel like its the acceptable thing to do.	
1	worlds most accurate clock? The most accurate is a strontium atomic clock, 1,000 times more accurate than the caesium atomic clock. Caesium oscillates 9 billion times a second, but strontium vibrates at over 429 trillion times a second, allowing for even higher accuracy.	
7	HELP ME!!!?i have a project in music class and i have to pick a singer. i have to do a report on it and bring in a CD of it or DVD so we could play it in class. I picked destiny's child so i need to know what song i am going to play in class.\nso...which one do u think is the best one.DO What you think is best from your heart1	
5	Did anyone watch the Patriots game?i was mad cause i wanted New England to win \ni am a niner fan though but i also like the patriotsI watched the game. Unfortunately, a playoff caliber team can't expect to go very far with 5 turnovers. I think the dynasty is over.	
5	"what is the history of callaway golf company? Callaway Golf, founded in 1982, is a manufacturer of Golf sporting equipment. They make the famous ""Big Bertha"" line of clubs as well as sponsor many high profile PGA and LPGA golfers. This includes Phil Mickelson, Annika Sörenstam and 2005 US Open winner Michael Campbell."	
1	what's the largest city in the world? In extension, Los Angeles, California\n\nIn population:\n1. Tokyo, Japan - 34,100,000\n2. Mexico City, Mexico - 22,650,000\n3. Seoul, South Korea - 22,250,000\n4. New York, United States - 21,850,000\n5. Sao Paulo, Brazil - 20,200,000\n6. Mumbai, India - 19,700,000\n7. Dehli, India - 19,500,000\n8. Los Angeles, United States - 17,950,000	
4	can i use a digital camera as a web cam? It depends on the camera; some support it, some don't. So read your manual. If you have lost it, go to the manufacturer’s website, you should be able to download it there.	
3	what is the meaning of the word alisha? i don't know if this helps or not but this is what I found.\n\nLatin: Variation of Alice\n\nBased on the 1990 US Census, Alisha was ranked the number 502 most popular Girls name in the US.	
8	how do we know if one person loves the other person.? Often the person who is in love will be willing to give up his/her happiness in order to make the other person happy. Take for instance the loving relationship between husband adn wives when it comes to time management. When the wife sees that her husband is depressed, she would be willing to give up her precious time (which could have been used for laundry, spas, cleaning, etc) to give comfort to him. Atleast, that is what ought to happen.	
8	Why do us men always have to make the first move?I don't know what it is but I always find myself having to make the first move on my wife. I even asked her why and she couldn't give me a straight answer. Could someone tell me why?well let me tell u im the same way with my husband, i hate to make the first move ... dont know why but i think its just us womans.... it just dont feel right i guess, i cant explain it, but just go on and keep on making moves	
1	explain  ic fabrication? The lecture portion of ece444 introduces students to the fundamental theory of integrated circuit fabrication. \nTopics discussed: \n\n\nProcessing overview \nThe silicon wafer \nOxidation \nPhotolithography \nEtching processes \nJunction Diffusion \nBipolar transistor design \nDiffusion related processes \nChemical vapor deposition \nIon beam processing	
5	who pays for the athletics to go to the olympic games?such as the air fare, stay at the Olympic Village, food at the Olympic Village etcNot necessarily.  For example, a local girl that graduated from my old high school in 2004 (I grad in 97 so I didn't know her that well), is off to the Torino 2006 Winter Olympics as part of the US Luge team (look up Erin Hamlin).  And they are in charge of their own fundraising to get there.  There are buttons saying Go Erin for sale, bake sales, donations taken, etc.	
6	why do people commit suicide? ONLY THEY KNOW THE REASON! BUT I GUESS THEY CANT COPE WITH LIFE ANY LONGER,IT'S AN EMOTIONAL ISSUE.IF THERE ARE PEOPLE THINKING OF SUICIDE,I WOULD BEG THEM TO HANG ON AND FIND A HARDER WAY TO GET OUT OF IT.	
4	"How can I get the IP address of any wesite of any country? The best thing to do is go to www.networksolutions.com and then go to the ""Whois"" feature. This will allow you to find out the registered IP, contact info, and location of the website in question."	
5	IS THERE A WAY TO FORECAST MARATHON TIME?I am preparing for a marathon, and need to know how to plan my pace so I can do my best but don't get burned at the end.Search for this online. There are tools out there that predict your marathon time based on your 5K and/or 10K performance.	
